# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,6.140010668786999e-07,0.035416286,1058,15.554356560000087,139.81722593700033
kirchhoff,0.0672122985124588,6.434458,None,None,137.30383088100007
newtons_first,1.7295179759457824e-06,5.408068,4984,69.42011025400006,133.84553983600017
newtons_second_law,0.01719951629638672,4.7344975,None,None,144.73837615699995
second_order_euler_test,21.622596740722656,nan,None,None,149.3967380160002
second_order_euler,0.001176791382022202,nan,None,None,190.93741491999936
second_1,0.0002617446589283645,nan,None,None,183.1845093640004
second_2,0.04012548178434372,nan,None,None,175.25368226200044
new_2nd_linear_1,1.9571498341974802e-05,nan,None,None,222.16694949200064
new_2nd_linear_2,0.0005082821589894593,nan,None,None,204.06280861199957
new_2nd_linear_3,9.676673471403774e-07,nan,1038,17.773162008001236,159.3881495910009
third_order,2694.056396484375,nan,None,None,236.06190925800001
third_order_2,nan,nan,None,None,213.3432440609995
third_order_3,6.130682595539838e-05,nan,None,None,191.69498801100053
logistic_equation,1.9740242350962944e-05,nan,None,None,136.75639106500057
nonlinear,0.014072803780436516,nan,None,None,137.74350207499992
painleve_2_transcendent,3.1301060516852885e-05,None,7392,79.39003607000086,106.73729762100083
second_order_nonlinear,1.1374781731755476e-14,nan,50,1.5827803020001738,127.25526933699985
van_der_pol,2.399336381131434e-06,None,8389,106.80307911599994,126.88112548500067
new_2nd_nonlinear_1,7.636143939393492e-10,nan,113,2.5475377940001636,126.84421831500003
new_2nd_nonlinear_2,39327.5234375,nan,None,None,139.36075308600084
third_order_nonlin,1.9724659068742767e-05,nan,None,None,185.87097955699937
third_order_v2,0.029017124325037003,nan,None,None,229.47370065200084
