# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,0.00032557238591834903,0.24993932,100,1.6803239449999978,2.8889139510000064
kirchhoff,0.0779058188199997,6.1977625,None,None,2.839596837000016
newtons_first,33.134178161621094,10.255999,None,None,2.8484394049999935
newtons_second_law,0.0642349123954773,8.909447,None,None,3.478327474999986
second_order_euler_test,21.58075714111328,nan,None,None,3.784414011999985
second_order_euler,0.03215181455016136,nan,None,None,4.101803505000021
second_1,2.958712339401245,nan,None,None,3.770844304999997
second_2,0.13148805499076843,nan,None,None,3.7169564529999946
new_2nd_linear_1,0.0036731259897351265,nan,174,3.2412067260000015,3.605378232000021
new_2nd_linear_2,0.9722563624382019,nan,None,None,4.073275810000013
new_2nd_linear_3,0.001075458712875843,nan,166,2.4990036069999917,2.8869548629999997
third_order,85245.671875,nan,None,None,5.473224213000009
third_order_2,nan,nan,None,None,6.113700805999997
third_order_3,29.926836013793945,nan,None,None,5.463119203000019
logistic_equation,755.595458984375,nan,None,None,2.874628020000017
nonlinear,1.1091670989990234,nan,None,None,2.8543693739999867
painleve_2_transcendent,3.2253499031066895,None,None,None,2.588885911999995
second_order_nonlinear,4.527698216350018e-09,nan,24,0.7608082550000006,3.1887885540000127
van_der_pol,0.24898084998130798,None,None,None,3.696288525
new_2nd_nonlinear_2,60070.39453125,nan,None,None,3.6401926909999816
third_order_nonlin,1.8396220207214355,nan,None,None,5.518534590999991
third_order_v2,135.8507537841797,nan,None,None,5.8028839180000205
