test_de,1.0647800991137046e-05,0.035417855,1058,11.303519861000002,217.62178771700002
kirchhoff,0.059815067797899246,6.434457,None,None,232.27473104300003
newtons_first,1.7292486518272199e-06,5.4080677,4984,80.40147910099995,143.31998709999993
newtons_second_law,0.017106404528021812,4.734497,None,None,149.854490263
second_order_euler_test,21.57574462890625,nan,None,None,167.42510641499996
second_order_euler,0.0014805112732574344,nan,None,None,167.635751088
second_1,0.0002913565549533814,nan,None,None,172.80583927199996
second_2,0.036434657871723175,nan,None,None,157.04883131299994
third_order,1594.787109375,nan,None,None,250.19055444700007
third_order_2,nan,nan,None,None,243.9226184820002
third_order_3,0.001301349955610931,nan,None,None,236.84730794599977
logistic_equation,2.21539921767544e-05,nan,None,None,136.8128420070002
nonlinear,0.5501314401626587,nan,None,None,141.101432596
painleve_2_transcendent,0.0001961207017302513,None,7123,84.86979528500024,116.18869665300008
second_order_nonlinear,1.137478681395316e-14,nan,50,1.2657981629999995,137.20915763599987
van_der_pol,1.7994396686553955,None,None,None,159.49487045099977
third_order_nonlin,1.9713341316673905e-05,nan,None,None,234.38882679800008
third_order_v2,0.028955185785889626,nan,None,None,245.48068209999974
