test_de,7.815972821845207e-06,0.04694605618715286,5079,56.245693069,114.720538833
gompertz,1.5747284032308073e-10,0.0644688531756401,75,1.1015486289999785,110.867709002
kirchhoff,0.001492391573265195,5.285358905792236,None,None,117.00873475099996
newtons_first,3.918259494639642e-07,4.707715034484863,2117,24.544832736000046,118.00510667600003
newtons_second_law,0.0774766132235527,4.257941246032715,None,None,136.45675088200005
second_order_euler_test,0.1630544513463974,nan,None,None,156.684986504
second_order_euler,5.124160452396609e-06,nan,7885,120.07774639399997,154.18440220699995
second_1,0.3949819803237915,nan,None,None,160.83334899600004
second_2,3.1166694043349707e-06,nan,2058,32.424944463999964,155.79460813700007
third_order,5396.8623046875,nan,None,None,199.82741604500006
third_order_2,nan,nan,None,None,202.19180907400005
third_order_3,0.00012404027802404016,nan,None,None,201.4603575850001
logistic_equation,7.059726340230554e-05,nan,None,None,132.72266341299996
nonlinear,0.6450372338294983,nan,None,None,132.45257306700023
third_order_nonlin,0.0003491737588774413,nan,None,None,198.87495679199992
third_order_v2,0.24543899297714233,nan,None,None,209.1225849309999
