test_de,2.2618736693402752e-05,0.09715599566698074,None,None,113.708929213
gompertz,1.638517765911729e-09,0.18993499875068665,209,2.5338165759999924,108.381452965
kirchhoff,0.06065371632575989,5.24886417388916,None,None,117.99914165000001
newtons_first,9.366298399982043e-06,5.629631042480469,9896,123.97972648000001,125.16066150799992
newtons_second_law,0.0774766132235527,5.074859142303467,None,None,132.01054715700002
second_order_euler_test,6.816638051532209e-05,nan,None,None,147.58551271399995
second_order_euler,9.616403986001387e-06,nan,9592,140.85786696900004,147.22105837100003
second_1,6.482268333435059,nan,None,None,155.870058115
second_2,2.2446813545684563e-06,nan,7418,110.66578809499993,149.28218044100004
third_order,81551.8203125,nan,None,None,186.57307597399995
third_order_2,nan,nan,None,None,189.64311292700017
third_order_3,0.0016851014224812388,nan,None,None,188.00133794199996
logistic_equation,0.7324143052101135,nan,None,None,130.5438455410001
nonlinear,1.0153918266296387,nan,None,None,130.58304767399977
third_order_nonlin,0.0007281671860255301,nan,None,None,186.28187697500016
third_order_v2,0.2482413500547409,nan,None,None,195.84505562100003
