test_de,4.0541572161600925e-06,0.11210548877716064,7238,83.69442501200001,116.586902224
gompertz,1.3381450461591449e-11,0.17945988476276398,264,3.0723521969999865,108.529071762
kirchhoff,0.06201623007655144,5.249753952026367,None,None,119.97543718000003
newtons_first,8.560433343518525e-06,5.678885459899902,9760,113.32449065999998,116.00812775700001
newtons_second_law,0.0774766132235527,5.118573188781738,None,None,139.014854043
second_order_euler_test,0.17330951988697052,nan,None,None,155.177389307
second_order_euler,9.158559259958565e-05,nan,None,None,155.43252665299997
second_1,0.7672364711761475,nan,None,None,161.14165815799993
second_2,1.7424357565687387e-06,nan,4541,70.37568905600006,153.65991322800005
third_order,43137.15234375,nan,None,None,197.50995096399993
third_order_2,nan,nan,None,None,200.24946122100005
third_order_3,9.593576396582648e-05,nan,None,None,197.26392417700004
logistic_equation,0.8721346259117126,nan,None,None,126.36073654200004
nonlinear,1.0151454210281372,nan,None,None,120.5282598419999
third_order_nonlin,0.0004947023699060082,nan,None,None,187.54461432300013
third_order_v2,0.2529107332229614,nan,None,None,191.329609721
