# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,0.00032557238591834903,0.24993932,100,1.9723721330000004,3.1673591780000008
kirchhoff,0.0779058188199997,6.1977625,None,None,3.040405709
newtons_first,33.134178161621094,10.255999,None,None,2.949577196999998
newtons_second_law,0.0642349123954773,8.909447,None,None,3.6464724639999986
second_order_euler_test,21.58075714111328,nan,None,None,3.9155424429999997
second_order_euler,0.03215181455016136,nan,None,None,4.000455458000005
second_1,2.958712339401245,nan,None,None,3.794749637999999
second_2,0.13148805499076843,nan,None,None,3.7763558020000048
new_2nd_linear_1,0.0036731259897351265,nan,174,3.275641133999997,3.6346118549999957
new_2nd_linear_2,0.9722563624382019,nan,None,None,3.593978974999999
new_2nd_linear_3,0.001075458712875843,nan,166,2.5694837019999923,2.9636105220000033
third_order,85245.671875,nan,None,None,5.500472689999995
third_order_2,nan,nan,None,None,5.641777233000013
third_order_3,29.926836013793945,nan,None,None,6.2700643639999925
logistic_equation,755.595458984375,nan,None,None,3.257805462999997
nonlinear,1.1091670989990234,nan,None,None,2.900155933999997
painleve_2_transcendent,3.2253499031066895,None,None,None,2.4599938860000066
second_order_nonlinear,4.527698216350018e-09,nan,24,0.7570798429999996,2.967274176999993
van_der_pol,0.24898084998130798,None,None,None,3.5156749930000046
new_2nd_nonlinear_2,60070.39453125,nan,None,None,3.5806708159999943
third_order_nonlin,1.8396220207214355,nan,None,None,5.624149917000011
third_order_v2,135.8507537841797,nan,None,None,5.761233319000013
