test_de,2.2618736693402752e-05,0.09715599566698074,None,None,116.96738925700001
gompertz,1.638517765911729e-09,0.18993499875068665,209,2.5802372790000163,106.666898807
kirchhoff,0.06065371632575989,5.24886417388916,None,None,116.92576566999998
newtons_first,9.366298399982043e-06,5.629631042480469,9896,118.522807145,119.69171295199999
newtons_second_law,0.0774766132235527,5.074859142303467,None,None,131.31586854299997
second_order_euler_test,6.816638051532209e-05,nan,None,None,146.565736098
second_order_euler,9.616403986001387e-06,nan,9592,153.938951202,160.38062723099995
second_1,6.482268333435059,nan,None,None,159.38602454300008
second_2,2.2446813545684563e-06,nan,7418,112.87660163099986,151.90342726599988
third_order,81551.8203125,nan,None,None,188.36013109400005
third_order_2,nan,nan,None,None,190.740758939
third_order_3,0.0016851014224812388,nan,None,None,172.33816015899993
logistic_equation,0.7324143052101135,nan,None,None,122.15816331100018
nonlinear,1.0153918266296387,nan,None,None,120.83220064800025
third_order_nonlin,0.0007281671860255301,nan,None,None,171.498685733
third_order_v2,0.2482413500547409,nan,None,None,179.51090332400008
