test_de,1.183716540253954e-05,0.02793993428349495,6626,76.189299893,116.169299083
gompertz,1.7120689790317556e-06,0.06007096916437149,106,1.4347315519999881,104.870455056
kirchhoff,0.06188809871673584,5.277317047119141,None,None,114.41316314699998
newtons_first,6.998776598265977e-07,4.704151153564453,2442,30.97393986200001,115.78170309400002
newtons_second_law,0.0774766132235527,4.254788875579834,None,None,128.35156261199995
second_order_euler_test,1.2544749552034773e-05,nan,None,None,148.56750352999995
second_order_euler,7.63612479204312e-06,nan,2968,41.44489175299998,148.28591571000004
second_1,0.0,nan,655,11.048770397999988,156.19719994399986
second_2,6.4644218582543544e-06,nan,5589,83.51544919399998,148.76677173000007
third_order,87939.2421875,nan,None,None,185.43561497600012
third_order_2,nan,nan,None,None,180.91098063200002
third_order_3,4.50723934173584,nan,None,None,167.081424082
logistic_equation,3.604818994062953e-05,nan,None,None,116.553276611
nonlinear,0.9615617394447327,nan,None,None,117.98391888800006
third_order_nonlin,7.703845767537132e-05,nan,None,None,169.87042050100035
third_order_v2,0.043098270893096924,nan,None,None,178.94124845199985
