# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,6.140010668786999e-07,0.035416286,1058,24.161625268003263,153.54300465300184
kirchhoff,0.0672122985124588,6.434458,None,None,129.33255347100203
newtons_first,1.7295179759457824e-06,5.408068,4984,59.53499579699928,120.21089768299862
newtons_second_law,0.01719951629638672,4.7344975,None,None,135.8519532470018
second_order_euler_test,21.622596740722656,nan,None,None,155.44639447299778
second_order_euler,0.001176791382022202,nan,None,None,153.2731722259996
second_1,0.0002617446589283645,nan,None,None,141.72658507499727
second_2,0.04012548178434372,nan,None,None,177.96899989500162
new_2nd_linear_1,1.9571498341974802e-05,nan,None,None,163.23519225600103
new_2nd_linear_2,0.0005082821589894593,nan,None,None,145.2350556129968
new_2nd_linear_3,9.676673471403774e-07,nan,1038,15.089387570995314,137.74893568999687
third_order,2694.056396484375,nan,None,None,211.1161384799998
third_order_2,nan,nan,None,None,218.71152381700085
third_order_3,6.130682595539838e-05,nan,None,None,227.32572937300574
logistic_equation,1.9740242350962944e-05,nan,None,None,157.14438240299933
nonlinear,0.014072803780436516,nan,None,None,159.13363609700173
painleve_2_transcendent,3.1301060516852885e-05,None,7392,102.99073255399708,138.9045041329955
second_order_nonlinear,1.1374781731755476e-14,nan,50,1.9762728569985484,168.50587046599685
van_der_pol,2.399336381131434e-06,None,8389,140.2301383390004,167.01017679800134
new_2nd_nonlinear_1,7.636143939393492e-10,nan,113,3.7131774150038837,175.71880067100574
new_2nd_nonlinear_2,39327.5234375,nan,None,None,186.98040907199902
third_order_nonlin,1.9724659068742767e-05,nan,None,None,247.8269755939982
third_order_v2,0.029017124325037003,nan,None,None,245.5192057200038
