# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,0.00032557238591834903,0.24993932,100,1.848257230999991,3.153285387000011
kirchhoff,0.0779058188199997,6.1977625,None,None,3.0731342749999726
newtons_first,33.134178161621094,10.255999,None,None,3.102796682000019
newtons_second_law,0.0642349123954773,8.909447,None,None,3.833568996999986
second_order_euler_test,21.58075714111328,nan,None,None,4.1075563269999975
second_order_euler,0.03215181455016136,nan,None,None,4.1133346409999945
second_1,2.958712339401245,nan,None,None,4.087869003000009
second_2,0.13148805499076843,nan,None,None,3.9710085220000053
new_2nd_linear_1,0.0036731259897351265,nan,174,3.494010290999995,3.887671790999974
new_2nd_linear_2,0.9722563624382019,nan,None,None,3.8239473090000047
new_2nd_linear_3,0.001075458712875843,nan,166,2.7114626430000044,3.1377777080000158
third_order,85245.671875,nan,None,None,5.845807836000006
third_order_2,nan,nan,None,None,6.084338163000012
third_order_3,29.926836013793945,nan,None,None,5.964194074000005
logistic_equation,755.595458984375,nan,None,None,3.1944683649999774
nonlinear,1.1091670989990234,nan,None,None,3.1807946350000122
painleve_2_transcendent,3.2253499031066895,None,None,None,2.6515192990000003
second_order_nonlinear,4.527698216350018e-09,nan,24,0.8143414680000092,3.2367524279999884
van_der_pol,0.24898084998130798,None,None,None,3.719088321000015
new_2nd_nonlinear_2,60070.39453125,nan,None,None,3.5871986250000134
third_order_nonlin,1.8396220207214355,nan,None,None,5.570672340999977
third_order_v2,135.8507537841797,nan,None,None,5.701263519000008
