# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,0.00032557238591834903,0.24993932,100,1.7805158330000097,2.988774750999994
kirchhoff,0.0779058188199997,6.1977625,None,None,2.877129845000013
newtons_first,33.134178161621094,10.255999,None,None,2.872955219000005
newtons_second_law,0.0642349123954773,8.909447,None,None,3.907250701999999
second_order_euler_test,21.58075714111328,nan,None,None,3.8006873939999934
second_order_euler,0.03215181455016136,nan,None,None,3.7938453570000092
second_1,2.958712339401245,nan,None,None,3.8007125029999997
second_2,0.13148805499076843,nan,None,None,3.58819322399998
new_2nd_linear_1,0.0036731259897351265,nan,174,3.198104056999995,3.5666377249999925
new_2nd_linear_2,0.9722563624382019,nan,None,None,4.836924350999993
new_2nd_linear_3,0.001075458712875843,nan,166,2.7197152409999887,3.1860170599999833
third_order,85245.671875,nan,None,None,5.805302714999982
third_order_2,nan,nan,None,None,5.957302620999997
third_order_3,29.926836013793945,nan,None,None,6.459980239000004
logistic_equation,755.595458984375,nan,None,None,3.14237294900002
nonlinear,1.1091670989990234,nan,None,None,3.2164961469999866
painleve_2_transcendent,3.2253499031066895,None,None,None,3.1463697060000015
second_order_nonlinear,4.527698216350018e-09,nan,24,0.775660423000005,3.2355806630000075
van_der_pol,0.24898084998130798,None,None,None,3.951607523000007
new_2nd_nonlinear_2,60070.39453125,nan,None,None,3.9643514740000114
third_order_nonlin,1.8396220207214355,nan,None,None,6.554282236999995
third_order_v2,135.8507537841797,nan,None,None,6.550319821000016
