# de_names, final_losses, final_errors, first_epoch_under_threshold, time_to_threshold, total_training_time
test_de,6.140010668786999e-07,0.035416286,1058,14.420308031000332,131.9763317940001
kirchhoff,0.0672122985124588,6.434458,None,None,129.97046561300021
newtons_first,1.7295179759457824e-06,5.408068,4984,64.61677991200031,129.93667545399967
newtons_second_law,0.01719951629638672,4.7344975,None,None,141.18520531299964
second_order_euler_test,21.622596740722656,nan,None,None,132.15371544399932
second_order_euler,0.001176791382022202,nan,None,None,158.09773965599925
second_1,0.0002617446589283645,nan,None,None,134.62047036900003
second_2,0.04012548178434372,nan,None,None,121.7754561769998
new_2nd_linear_1,1.9571498341974802e-05,nan,None,None,118.80264227499993
new_2nd_linear_2,0.0005082821589894593,nan,None,None,121.8665867640002
new_2nd_linear_3,9.676673471403774e-07,nan,1038,11.644053359999816,111.79765373999999
third_order,2694.056396484375,nan,None,None,193.61420497400013
third_order_2,nan,nan,None,None,198.76466218899986
third_order_3,6.130682595539838e-05,nan,None,None,180.6591110319996
logistic_equation,1.9740242350962944e-05,nan,None,None,128.40808786700018
nonlinear,0.014072803780436516,nan,None,None,131.96628658900045
painleve_2_transcendent,3.1301060516852885e-05,None,7392,87.52810596099971,117.43411889700019
second_order_nonlinear,1.1374781731755476e-14,nan,50,1.3273353849999694,137.66340615700028
van_der_pol,2.399336381131434e-06,None,8389,125.18108697400021,149.15386334999948
new_2nd_nonlinear_1,7.636143939393492e-10,nan,113,2.7695902249997744,163.88156430799972
new_2nd_nonlinear_2,39327.5234375,nan,None,None,163.79413140900033
third_order_nonlin,1.9724659068742767e-05,nan,None,None,205.51878336699974
third_order_v2,0.029017124325037003,nan,None,None,214.05860627099992
