test_de,9.659656825533602e-07,0.05554216355085373,4017,78.529679431,199.17957750300002
gompertz,4.593958405959414e-14,0.07485289871692657,70,1.0955039499999941,116.00286088600001
kirchhoff,0.0002442110562697053,5.284232139587402,None,None,197.85986356499996
newtons_first,5.585444000644202e-07,4.712813377380371,2998,34.395969079,130.64825181799995
newtons_second_law,0.0774766132235527,4.262451171875,None,None,149.46297271699996
second_order_euler_test,9.430376849195454e-06,nan,5845,97.256814899,191.78904959099998
second_order_euler,5.421983951237053e-05,nan,1017,15.002590322999822,167.90716735699993
second_1,6.532258987426758,nan,None,None,297.2186244080001
second_2,6.066895366529934e-06,nan,3236,44.36004888399998,159.22380972799988
third_order,20417.142578125,nan,None,None,185.355097612
third_order_2,nan,nan,None,None,196.2365713690001
third_order_3,0.0002563623711466789,nan,None,None,228.88702219499964
logistic_equation,1.0187237421632744e-05,nan,None,None,240.07688387200005
nonlinear,1.00969398021698,nan,None,None,264.0714304610001
third_order_nonlin,0.00041369113023392856,nan,None,None,188.75895973199977
third_order_v2,0.020997686311602592,nan,None,None,188.6392783440001
